"tier","region","country","iso3_code","item","item_code","item_group_code","crop_component","DM_pc","HI","N_pc","P_pc","K_pc","S_pc","N_pc_fresh","P_pc_fresh","K_pc_fresh","S_pc_fresh","N_kg_per_t_fresh_wt","P_kg_per_t_fresh_wt","K_kg_per_t_fresh_wt","S_kg_per_t_fresh_wt"
2,"Taiwan","Taiwan","TWN","Sugar cane",156,1714,"Crop_residues",46.5714285714286,0.782533304333333,0.644171779141104,NA,NA,NA,0.3,NA,NA,NA,3,NA,NA,NA
2,"Thailand","Thailand","THA","Sugar cane",156,1714,"Crop_residues",46.5714285714286,0.782533304333333,0.644171779141104,NA,NA,NA,0.3,NA,NA,NA,3,NA,NA,NA
2,"Timor-Leste","Timor-Leste","TLS","Sugar cane",156,1714,"Crop_residues",46.5714285714286,0.782533304333333,0.644171779141104,NA,NA,NA,0.3,NA,NA,NA,3,NA,NA,NA
2,"Vietnam","Vietnam","VNM","Sugar cane",156,1714,"Crop_residues",46.5714285714286,0.782533304333333,0.644171779141104,NA,NA,NA,0.3,NA,NA,NA,3,NA,NA,NA
2,"Australia","Australia","AUS","Sunflower seed",267,1714,"Crop_products",91,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Austria","Austria","AUT","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Belgium","Belgium","BEL","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Bulgaria","Bulgaria","BGR","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Croatia","Croatia","HRV","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Cyprus","Cyprus","CYP","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Czech Republic","Czech Republic","CZE","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Denmark","Denmark","DNK","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Estonia","Estonia","EST","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Finland","Finland","FIN","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"France","France","FRA","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Greece","Greece","GRC","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Hungary","Hungary","HUN","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Ireland","Ireland","IRL","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Italy","Italy","ITA","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Latvia","Latvia","LVA","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Lithuania","Lithuania","LTU","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Luxembourg","Luxembourg","LUX","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Malta","Malta","MLT","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Netherlands","Netherlands","NLD","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Poland","Poland","POL","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Portugal","Portugal","PRT","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Romania","Romania","ROU","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Slovakia","Slovakia","SVK","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Slovenia","Slovenia","SVN","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Spain","Spain","ESP","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"Sweden","Sweden","SWE","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"United Kingdom","United Kingdom","GBR","Sunflower seed",267,1714,"Crop_products",86,0.288184438,NA,0.5806,NA,NA,NA,0.499316,NA,NA,NA,4.99316,NA,NA
2,"United States","United States","USA","Sunflower seed",267,1714,"Crop_products",89.6666666666667,0.335,3.57,1.71,1.11,0.17,3.2011,1.5333,0.9953,0.152433333333333,32.011,15.333,9.953,1.52433333333333
2,"United States Minor Outlying Islands","United States Minor Outlying Islands","UMI","Sunflower seed",267,1714,"Crop_products",89.6666666666667,0.335,3.57,1.71,1.11,0.17,3.2011,1.5333,0.9953,0.152433333333333,32.011,15.333,9.953,1.52433333333333
2,"Virgin Islands, U.S.","Virgin Islands, U.S.","VIR","Sunflower seed",267,1714,"Crop_products",89.6666666666667,0.335,3.57,1.71,1.11,0.17,3.2011,1.5333,0.9953,0.152433333333333,32.011,15.333,9.953,1.52433333333333
2,"Austria","Austria","AUT","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Belgium","Belgium","BEL","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Bulgaria","Bulgaria","BGR","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Croatia","Croatia","HRV","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Cyprus","Cyprus","CYP","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Czech Republic","Czech Republic","CZE","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Denmark","Denmark","DNK","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Estonia","Estonia","EST","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Finland","Finland","FIN","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"France","France","FRA","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Greece","Greece","GRC","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Hungary","Hungary","HUN","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Ireland","Ireland","IRL","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Italy","Italy","ITA","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Latvia","Latvia","LVA","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Lithuania","Lithuania","LTU","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Luxembourg","Luxembourg","LUX","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Malta","Malta","MLT","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Netherlands","Netherlands","NLD","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Poland","Poland","POL","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Portugal","Portugal","PRT","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Romania","Romania","ROU","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Slovakia","Slovakia","SVK","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Slovenia","Slovenia","SVN","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Spain","Spain","ESP","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Sweden","Sweden","SWE","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"United Kingdom","United Kingdom","GBR","Sunflower seed",267,1714,"Crop_residues",NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"United States","United States","USA","Sunflower seed",267,1714,"Crop_residues",NA,NA,1.5,0.18,2.92,0.04,NA,NA,NA,NA,NA,NA,NA,NA
2,"United States Minor Outlying Islands","United States Minor Outlying Islands","UMI","Sunflower seed",267,1714,"Crop_residues",NA,NA,1.5,0.18,2.92,0.04,NA,NA,NA,NA,NA,NA,NA,NA
2,"Virgin Islands, U.S.","Virgin Islands, U.S.","VIR","Sunflower seed",267,1714,"Crop_residues",NA,NA,1.5,0.18,2.92,0.04,NA,NA,NA,NA,NA,NA,NA,NA
2,"United States","United States","USA","Sweet potatoes",122,1714,"Crop_products",27.2,NA,0.3,0.04,0.42,0.04,0.0816,0.01088,0.11424,0.01088,0.816,0.1088,1.1424,0.1088
2,"United States Minor Outlying Islands","United States Minor Outlying Islands","UMI","Sweet potatoes",122,1714,"Crop_products",27.2,NA,0.3,0.04,0.42,0.04,0.0816,0.01088,0.11424,0.01088,0.816,0.1088,1.1424,0.1088
2,"Virgin Islands, U.S.","Virgin Islands, U.S.","VIR","Sweet potatoes",122,1714,"Crop_products",27.2,NA,0.3,0.04,0.42,0.04,0.0816,0.01088,0.11424,0.01088,0.816,0.1088,1.1424,0.1088
2,"Austria","Austria","AUT","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Belgium","Belgium","BEL","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Bulgaria","Bulgaria","BGR","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Canada","Canada","CAN","Tobacco, unmanufactured",826,1714,"Crop_products",30.5,NA,3.23,0.187,3.7018,0.5,0.98515,0.057035,1.129049,0.1525,9.8515,0.57035,11.29049,1.525
2,"Croatia","Croatia","HRV","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Cyprus","Cyprus","CYP","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Czech Republic","Czech Republic","CZE","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Denmark","Denmark","DNK","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Estonia","Estonia","EST","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Finland","Finland","FIN","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"France","France","FRA","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Greece","Greece","GRC","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Hungary","Hungary","HUN","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Ireland","Ireland","IRL","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Italy","Italy","ITA","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Latvia","Latvia","LVA","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Lithuania","Lithuania","LTU","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Luxembourg","Luxembourg","LUX","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Malta","Malta","MLT","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Netherlands","Netherlands","NLD","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Poland","Poland","POL","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Portugal","Portugal","PRT","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Romania","Romania","ROU","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Slovakia","Slovakia","SVK","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Slovenia","Slovenia","SVN","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Spain","Spain","ESP","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"Sweden","Sweden","SWE","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"United Kingdom","United Kingdom","GBR","Tobacco, unmanufactured",826,1714,"Crop_products",40,NA,NA,0.2489,NA,NA,NA,0.09956,NA,NA,NA,0.9956,NA,NA
2,"United States","United States","USA","Tobacco, unmanufactured",826,1714,"Crop_products",30.5,NA,3.49,0.2585,4.3409,0.6,1.06445,0.0788425,1.3239745,0.183,10.6445,0.788425,13.239745,1.83
2,"United States Minor Outlying Islands","United States Minor Outlying Islands","UMI","Tobacco, unmanufactured",826,1714,"Crop_products",30.5,NA,3.49,0.2585,4.3409,0.6,1.06445,0.0788425,1.3239745,0.183,10.6445,0.788425,13.239745,1.83
2,"Virgin Islands, U.S.","Virgin Islands, U.S.","VIR","Tobacco, unmanufactured",826,1714,"Crop_products",30.5,NA,3.49,0.2585,4.3409,0.6,1.06445,0.0788425,1.3239745,0.183,10.6445,0.788425,13.239745,1.83
2,"Canada","Canada","CAN","Tobacco, unmanufactured",826,1714,"Crop_residues",NA,NA,1.14,0.1364,2.3489,0.19,NA,NA,NA,NA,NA,NA,NA,NA
2,"United States","United States","USA","Tobacco, unmanufactured",826,1714,"Crop_residues",NA,NA,1.14,0.1364,2.3489,0.19,NA,NA,NA,NA,NA,NA,NA,NA
2,"United States Minor Outlying Islands","United States Minor Outlying Islands","UMI","Tobacco, unmanufactured",826,1714,"Crop_residues",NA,NA,1.14,0.1364,2.3489,0.19,NA,NA,NA,NA,NA,NA,NA,NA
2,"Virgin Islands, U.S.","Virgin Islands, U.S.","VIR","Tobacco, unmanufactured",826,1714,"Crop_residues",NA,NA,1.14,0.1364,2.3489,0.19,NA,NA,NA,NA,NA,NA,NA,NA
2,"Austria","Austria","AUT","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Belgium","Belgium","BEL","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Bulgaria","Bulgaria","BGR","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Canada","Canada","CAN","Tomatoes",388,1714,"Crop_products",20,NA,0.27,0.0396,0.2988,0.03,0.054,0.00792,0.05976,0.006,0.54,0.0792,0.5976,0.06
2,"Croatia","Croatia","HRV","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Cyprus","Cyprus","CYP","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Czech Republic","Czech Republic","CZE","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Denmark","Denmark","DNK","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Estonia","Estonia","EST","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Finland","Finland","FIN","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"France","France","FRA","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Greece","Greece","GRC","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Hungary","Hungary","HUN","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Ireland","Ireland","IRL","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Italy","Italy","ITA","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Latvia","Latvia","LVA","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Lithuania","Lithuania","LTU","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Luxembourg","Luxembourg","LUX","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Malta","Malta","MLT","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Netherlands","Netherlands","NLD","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Poland","Poland","POL","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Portugal","Portugal","PRT","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Romania","Romania","ROU","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Slovakia","Slovakia","SVK","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Slovenia","Slovenia","SVN","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Spain","Spain","ESP","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"Sweden","Sweden","SWE","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"United Kingdom","United Kingdom","GBR","Tomatoes",388,1714,"Crop_products",20,NA,NA,0.4,NA,NA,NA,0.08,NA,NA,NA,0.8,NA,NA
2,"United States","United States","USA","Tomatoes",388,1714,"Crop_products",20,NA,0.285,0.0398,0.3144,0.035,0.057,0.00796,0.06288,0.007,0.57,0.0796,0.6288,0.07
2,"United States Minor Outlying Islands","United States Minor Outlying Islands","UMI","Tomatoes",388,1714,"Crop_products",20,NA,0.285,0.0398,0.3144,0.035,0.057,0.00796,0.06288,0.007,0.57,0.0796,0.6288,0.07
2,"Virgin Islands, U.S.","Virgin Islands, U.S.","VIR","Tomatoes",388,1714,"Crop_products",20,NA,0.285,0.0398,0.3144,0.035,0.057,0.00796,0.06288,0.007,0.57,0.0796,0.6288,0.07
2,"Australia","Australia","AUS","Triticale",97,1714,"Crop_products",89,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"Ethiopia","Ethiopia","ETH","Triticale",97,1714,"Crop_products",89,NA,NA,0.337605330736842,0.550203605315789,0.137696477210526,NA,0.30046874435579,0.489681208731053,0.122549864717368,NA,3.00468744355789,4.89681208731053,1.22549864717368
2,"Austria","Austria","AUT","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Belgium","Belgium","BEL","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Bulgaria","Bulgaria","BGR","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Croatia","Croatia","HRV","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Cyprus","Cyprus","CYP","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Czech Republic","Czech Republic","CZE","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Denmark","Denmark","DNK","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Estonia","Estonia","EST","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Finland","Finland","FIN","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"France","France","FRA","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Greece","Greece","GRC","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Hungary","Hungary","HUN","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"India","India","IND","Vegetables, fresh nes",463,1714,"Crop_products",23.72,NA,5.0576,NA,NA,NA,1.19966272,NA,NA,NA,11.9966272,NA,NA,NA
2,"Ireland","Ireland","IRL","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Italy","Italy","ITA","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Latvia","Latvia","LVA","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Lithuania","Lithuania","LTU","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Luxembourg","Luxembourg","LUX","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Malta","Malta","MLT","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Netherlands","Netherlands","NLD","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
2,"Poland","Poland","POL","Vegetables, fresh nes",463,1714,"Crop_products",30,NA,NA,0.4874,NA,NA,NA,0.14622,NA,NA,NA,1.4622,NA,NA
